Siècle;Identifiant;Type voie;Préposition voie;Nom voie;Dénomination complète;Dénomination complète minuscule;Arrondissement;Date de l'arrêté;Date de caducité;Code voie VdP;Quartier;Code voie DGFIP;Longueur voie;Largeur voie;Feuille parcellaire;Début voie;Fin voie;Numéro pair;Numéro impair;Alignement;Servitude;Historique;Dénomination;Classement;Observation;Numérotage;Origine du nom;Déclassement;Nivellement;Assainissement;Ouverture
;5008;place;;Henri IV;PLACE HENRI IV;place Henri IV;;;;;;;;;;;;;;;;Actuellement place du Pont Neuf.;;;;;Henri IV, roi de France (1553-1610);;;;
;5027;passage;;Hébert;PASSAGE HEBERT;passage Hébert;12e;;;;Quinze-Vingts;;;;;;;;;;;Actuellement passage Brunoy.;;;;;;;;;
;5042;sentier;des;Hautes Gâtines;SENTIER DES HAUTES GATINES;sentier des Hautes Gâtines;;;;;;;;;;;;;;;;Actuellement partie de la rue de la Chine.;;;;;;;;;
;7070;rue;du;Château Lafitte;RUE DU CHATEAU LAFITTE;rue du Château Lafitte;12e;;;;Bercy;;;;;;;;;;;Supprimée. Voie située dans les entrepôts de Bercy.;;;;;Un des grands crus du Médoc;;;;
;5749;rue;des;Filles Repenties;RUE DES FILLES REPENTIES;rue des Filles Repenties;;;;;;;;;;;;;;;;Ou Filles Pénitentes. Voir : Filles Pénitentes (rue des).;;;;;;;;;
;5762;rue;aux;Fèvres;RUE AUX FEVRES;rue aux Fèvres;;;;;;;;;;;;;;;;Actuellement partie de la rue Berger.;;;;;;;;;
;5764;rue;du;Feurre;RUE DU FEURRE;rue du Feurre;;;;;;;;;;;;;;;;Actuellement rue du Fouarre.;;;;;;;;;
;6436;rue;au;Cuens de Pontis;RUE AU CUENS DE PONTIS;rue au Cuens de Pontis;;;;;;;;;;;;;;;;Voir : Fossés Saint-Germain l'Auxerrois (rue des).;;;;;;;;;
;4461;passage;;Lemaraisquier;PASSAGE LEMARAISQUIER;passage Lemaraisquier;;;1897-12-31;;;;;;;rue du Ruisseau, 59.;;;;;;Supprimé en 1897. Il était situé rue du Ruisseau, 59.;;;;;;;;;
;4471;passage;;Lée;PASSAGE LEE;passage Lée;;;;;;;;;;;;;;;;Actuellement partie de la rue des Maraîchers.;;;;;;;;;
;4511;rue;de la;Larderie;RUE DE LA LARDERIE;rue de la Larderie;;;;;;;;;;;;;;;;Voir : Pierre à Poisson (rue).;;;;;;;;;
;4412;rue;de la;Liberté;RUE DE LA LIBERTE;rue de la Liberté;;;;;;;;;;;;;;;;Actuellement partie de la rue Monsieur le Prince.;;;;;;;;;
;4414;place;de la;Liberté;PLACE DE LA LIBERTE;place de la Liberté;;;;;;;;;;;;;;;;Voir : Oratoire (place de l').;;;;;;;;;
;4322;quai;des;Lunettes;QUAI DES LUNETTES;quai des Lunettes;;;;;;;;;;;;;;;;Actuellement quai de l'Horloge.;;;;;;;;;
;4334;grant rue ou rue;du;Louvre;GRANT RUE OU RUE DU LOUVRE;grant rue ou rue du Louvre;;;;;;;;;;;;;;;;Voir : Orties du Louvre (rue des).;;;;;;;;;
;4370;passage;de la;Longue Allée;PASSAGE DE LA LONGUE ALLEE;passage de la Longue Allée;;;;;;;;;;;;;;;;Actuellement pas. Lemoine.;;;;;;;;;
;4388;ruelle;du;Lion Pugnais;RUELLE DU LION PUGNAIS;ruelle du Lion Pugnais;;;;;;;;;;;;;;;;"Supprimé. Elle était située dans la rue de la Bûcherie et conduisait à la rivière. On l'appelait ainsi en 1490 ; en 1508 on disait ruelle du Trou Punais.";;;;;;;;;
;4389;rue;du;Lion d'Or;RUE DU LION D'OR;rue du Lion d'Or;;;;;;;;;;;;;;;;Voir : Petit Lion Saint-Sauveur (rue du).;;;;;;;;;
;4392;rue;;Lingarière;RUE LINGARIERE;rue Lingarière;;;;;;;;;;;;;;;;Partie Supprimé. de la rue de Venise.;;;;;;;;;
;7662;quai;de;Bourbon;QUAI DE BOURBON;quai de Bourbon;;;;;;;;;;;;;;;;Actuellement partie du quai du Louvre.;;;;;;;;;
;7674;avenue;de;Boulogne;AVENUE DE BOULOGNE;avenue de Boulogne;;;;;;;;;;;;;;;;Actuellement avenue Ingres.;;;;;;;;;
;7709;rue;de la;Boucherie;RUE DE LA BOUCHERIE;rue de la Boucherie;;;;;;;;;;;;;;;;Actuellement rue de la Bûcherie.;;;;;;;;;
;7721;impasse;des;Bossettes;IMPASSE DES BOSSETTES;impasse des Bossettes;;;;;;;;;;;;;;;;Supprimé. en 1942. Elle était située av. Boutroux.;;;;;;;;;
;7722;ruelle;des;Bosquets;RUELLE DES BOSQUETS;ruelle des Bosquets;;;;;;;;;;;;;;;;Actuellement partie de la rue des Maraîchers.;;;;;;;;;
;8337;rue;;Aumaire;RUE AUMAIRE;rue Aumaire;03e;;;;Arts et Metiers;;;;;;;;;;;Ou Aumair. Actuellement rue au Maire.;;;;;;;;;
;7747;rue;de la;Bonneterie;RUE DE LA BONNETERIE;rue de la Bonneterie;;;;;;;;;;;;;;;;Voir : Tonnellerie (rue de la).;;;;;;;;;
;7117;passage;;Charrière;PASSAGE CHARRIERE;passage Charrière;11e;;;;Sainte-Marguerite;;;;;;;;;;;Actuellement rue Charrière.;;;;;;;;;
;7129;cour;;Charost;COUR CHAROST;cour Charost;;;;;;;;;;;;;;;;Supprimé. par l'ouverture de la rue Bachaumont. Elle était située rue Montmartre, 70.;;;;;;;;;
;7144;rue;;Charles Henri;RUE CHARLES HENRI;rue Charles Henri;;;;;;;;;;;;;;;;Actuellement rue Dejean.;;;;;;;;;
;5124;rue;;Guillaume Bourdon;RUE GUILLAUME BOURDON;rue Guillaume Bourdon;;;;;;;;;;;;;;;;Actuellement partie de la rue des Bourdonnais.;;;;;;;;;
;5777;rue;;Ferron;RUE FERRON;rue Ferron;;;;;;;;;;;;;;;;Actuellement rues Férou et Henry de Jouvenel.;;;;;;;;;
;5802;rue;du;Fer à Cheval;RUE DU FER A CHEVAL;rue du Fer à Cheval;;;;;;;;;;;;;;;;Actuellement partie de la rue Servandoni.;;;;;;;;;
;6470;chemin;de la;Croix de Vaugirard;CHEMIN DE LA CROIX DE VAUGIRARD;chemin de la Croix de Vaugirard;;;;;;;;;;;;;;;;Voir : Chasse Midi (rue du).;;;;;;;;;
;6511;barrière;de la;Courtille;BARRIERE DE LA COURTILLE;barrière de la Courtille;;;;;;;;;;;;;;;;Voir : Belleville (barrière de).;;;;;;;;;
;7170;chemin;des;Charbonniers;CHEMIN DES CHARBONNIERS;chemin des Charbonniers;;;;;;;;;;;;;;;;Actuellement rue Saint-Dominique.;;;;;;;;;
;7174;rue;du;Charbonnier;RUE DU CHARBONNIER;rue du Charbonnier;;;;;;;;;;;;;;;;Voir : Charbonniers (rue des).;;;;;;;;;
;5832;rue;du;Faubourg Saint-Marceau;RUE DU FAUBOURG SAINT-MARCEAU;rue du Faubourg Saint-Marceau;;;;;;;;;;;;;;;;Actuellement rue Mouffetard.;;;;;;;;;
;5852;rue;o;Fain;RUE O FAIN;rue o Fain;;;;;;;;;;;;;;;;Voir : Foin Saint-Jacques (rue du).;;;;;;;;;
;6528;rue;de la;Courdouanerie;RUE DE LA COURDOUANERIE;rue de la Courdouanerie;;;;;;;;;;;;;;;;Voir : Cordonnerie (rue de la).;;;;;;;;;
;6532;chemin;de;Courcelles;CHEMIN DE COURCELLES;chemin de Courcelles;;;;;;;;;;;;;;;;Actuellement partie de la rue de Courcelles.;;;;;;;;;
;6551;passage;de la;Cour Batave;PASSAGE DE LA COUR BATAVE;passage de la Cour Batave;;;;;;;;;;;;;;;;Voir : Batave (cour).;;;;;;;;;
;5207;cul-de-sac;de;Grenelle;CUL-DE-SAC DE GRENELLE;cul-de-sac de Grenelle;;;;;;;;;;;;;;;;Supprimé par l'ouverture du boulevard de La Tour-Maubourg. Il débouchait rue de Grenelle sur l'emplacement du boulevard de la Tour-Maubourg.;;;;;;;;;
;5251;rue;;Grand Saint-Christophe;RUE GRAND SAINT-CHRISTOPHE;rue Grand Saint-Christophe;;;;;;;;;;;;;;;;Voir : Saint-Christophe (rue).;;;;;;;;;
;6560;cul-de-sac;;Coupe Gorge;CUL-DE-SAC COUPE GORGE;cul-de-sac Coupe Gorge;;;;;;;;;;;;;;;;Voir : Corderies (cul-de-sac des).;;;;;;;;;
19;6572;rue;des;Coucous;RUE DES COUCOUS;rue des Coucous;12e;1877-02-01;1885-12-03;;Bel-Air;;;;;;;;;;;Dénommée rue du Colonel Oudot par arrêté préfectoral du 10 novembre 1885 approuvé par décret présidentiel du 3 décembre 1885;Arrêté préfectoral du 1er février 1877. Précédemment chemin des Coucous;;;;;;;;
;5283;chemin;de la;Goutte;CHEMIN DE LA GOUTTE;chemin de la Goutte;;;;;;;;;;;;;;;;Supprimé. Il commençait rue de la Villette, finissait rue Compans.;;;;;;;;;
;5904;barrière;de l';Étoile;BARRIERE DE L'ETOILE;barrière de l'Étoile;;;;;;;;;;;;;;;;Supprimée. Elle était située place de l'Etoile (Actuellement place Charles de Gaulle). Elle a porté le nom de Neuilly.;;;;;;;;;
;6614;porte;des;Cordeliers;PORTE DES CORDELIERS;porte des Cordeliers;;;;;;;;;;;;;;;;Voir : Saint-Germain (porte).;;;;;;;;;
;6631;rue;;Coquerée;RUE COQUEREE;rue Coquerée;;;;;;;;;;;;;;;;Voir : Coquerelle (imp.).;;;;;;;;;
;4646;rue;de la;Juërie;RUE DE LA JUERIE;rue de la Juërie;;;;;;;;;;;;;;;;Voir : Juiverie (rue de la).;;;;;;;;;
;5321;rue;;Gist le Coeur;RUE GIST LE COEUR;rue Gist le Coeur;;;;;;;;;;;;;;;;Ou Gilles le Queux. Actuellement rue Gît-le-Coeur.;;;;;;;;;
;5329;rue;;Gilles le Coeur;RUE GILLES LE COEUR;rue Gilles le Coeur;;;;;;;;;;;;;;;;Ou Gilles le Queux. Actuellement rue Gît-le-Coeur.;;;;;;;;;
;6667;impasse;;Constance;IMPASSE CONSTANCE;impasse Constance;;;;;;;;;;;;;;;;Actuellement imp. Marie Blanche.;;;;;;;;;
;6675;ruelle;de la;Confrérie;RUELLE DE LA CONFRERIE;ruelle de la Confrérie;;;;;;;;;;;;;;;;Supprimé. Elle était située dans l'île de la Cité et aboutissait à la rue des Deux Ermites (anciennement rue de la Confrérie Notre-Dame).;;;;;;;;;
;4685;rue;;Jetty;RUE JETTY;rue Jetty;;;;;;;;;;;;;;;;Voir : Maure (rue du).;;;;;;;;;
;5347;rue;;Gervais Laurent;RUE GERVAIS LAURENT;rue Gervais Laurent;;;;;;;;;;;;;;;;Supprimée par l'ouverture du boul. du Palais. Elle commençait rue de la Lanterne (Supprimé.) et finissait rue de la Vieille Draperie (Supprimé.). En 1248, c'était la rue Gervais Loorand ou Leorens. En 1300, rue Gervese Lorens.;;;;;;;;;
;4716;rue;;Jean Vigne;RUE JEAN VIGNE;rue Jean Vigne;;;;;;;;;;;;;;;;Voir : Réale (rue de la).;;;;;;;;;
;4721;rue;;Jean Saint-Denis;RUE JEAN SAINT-DENIS;rue Jean Saint-Denis;;;;;;;;;;;;;;;;Voir : Pierre Lescot (rue).;;;;;;;;;
;4729;rue;;Jean Mesnard;RUE JEAN MESNARD;rue Jean Mesnard;;;;;;;;;;;;;;;;Ou Jean Molé. Actuellement partie de la rue Larrey.;;;;;;;;;
;6038;ruelle;de l';Égout Saint-Nicolas;RUELLE DE L'EGOUT SAINT-NICOLAS;ruelle de l'Égout Saint-Nicolas;;;;;;;;;;;;;;;;Ou Egout. Voir : Egout (ruelle de l').;;;;;;;;;
;6733;quai;du;Colonel Morland;QUAI DU COLONEL MORLAND;quai du Colonel Morland;;;;;;;;;;;;;;;;Actuellement boulevard Morland.;;;;;;;;;
20;6736;avenue;du;Colonel Dominé;AVENUE DU COLONEL DOMINE;avenue du Colonel Dominé;12e;1939-08-16;;;Bel-Air;;;;;;;;;;;Supprimé. Commençait av. de la Porte de Vincennes et finissait rue du Chaffault.;Arrêté préfectoral du 16 août 1939;;;;Colonel Dominé (1848-1921), officier français. Il participa aux combats de la Loire au cours de la guerre de 1870, à la conquête du Tonkin où il s'illustra par son héroïsme lors du siège de Tuyen-Quang (1885). Il reprit les armes à 66 ans pendant la guerre 1914-1918.;;;;
;6741;place;de la;Collégiale;PLACE DE LA COLLEGIALE;place de la Collégiale;;;;;;;;;;;;;;;;Supprimée par l'ouverture du boulevard Saint-Marcel. Elle commençait rue des Francs Bourgeois Saint-Marcel et finissait rue Pierre Lombard (Supprimée). Elle avait porté autrefois le nom de place ou cloître Saint-Marcel. Le cloître Saint-Marcel, supprimé en 1805, était situé entre les églises Saint-Martin et Saint-Marcel (démolies).;;;;;;;;;
19;6748;rue;;Coligny;RUE COLIGNY;rue Coligny;04e;1844-08-05;1945-10-12;;Arsenal;;88;12;;quai Henri IV, 12;boulevard Morland, 11;8;5;Ordonnance du 30 juin 1847;;Supprimée en 1945. Elle se situait entre le quai Henri IV et le boulevard Morland.;Ordonnance du 5 août 1844;;;;"L'amiral Gaspard de Coligny tué pendant les massacres de la Saint-Barthélemy (1517-1572) ; voisinage de l'ancien arsenal.";Arrêté préfectoral du 12 octobre 1945.;;;Ordonnance du 30 juin 1847
;6755;rue;de la;Coifferie;RUE DE LA COIFFERIE;rue de la Coifferie;;;;;;;;;;;;;;;;Ou Coiffeurs (rue aux). Actuellement rue de la Coutellerie.;;;;;;;;;
;6762;cul-de-sac;du;Cochon;CUL-DE-SAC DU COCHON;cul-de-sac du Cochon;;;;;;;;;;;;;;;;Voir : Jardin du Roi (cul-de-sac ou rue du).;;;;;;;;;
;5407;chemin;du;Gars;CHEMIN DU GARS;chemin du Gars;;;;;;;;;;;;;;;;Ou Gors. Voir : Gors (chemin du).;;;;;;;;;
;5408;rue;de la;Garonne;RUE DE LA GARONNE;rue de la Garonne;;;;;;;;;;;;;;;;Voir : Vieille de la Garonne (rue).;;;;;;;;;
;5418;rue;de la;Garenne;RUE DE LA GARENNE;rue de la Garenne;;;;;;;;;;;;;;;;Actuellement rue de Varenne.;;;;;;;;;
;6783;passage;du;Clos Payen;PASSAGE DU CLOS PAYEN;passage du Clos Payen;;;;;;;;;;;;;;;;Supprimé. Il conduisait de la rue du Champ de l'Alouette au boul. Auguste Blanqui.;;;;;;;;;
;6792;rue;du;Clos Brunel;RUE DU CLOS BRUNEL;rue du Clos Brunel;;;;;;;;;;;;;;;;Ou Clos Bruneau (rue du). Actuellement rue Jean de Beauvais.;;;;;;;;;
;4802;pont;du;Jardin des Plantes;PONT DU JARDIN DES PLANTES;pont du Jardin des Plantes;;;;;;;;;;;;;;;;Actuellement pont d'Austerlitz.;;;;;;;;;
;5456;rue;des;Galeries du Louvre;RUE DES GALERIES DU LOUVRE;rue des Galeries du Louvre;;;;;;;;;;;;;;;;Voir : Galeries (rue des).;;;;;;;;;
;6101;rue;des;Écoliers;RUE DES ECOLIERS;rue des Écoliers;;;;;;;;;;;;;;;;Ou Ecoles. Voir : Ecoles (rue des).;;;;;;;;;
;6831;chemin;de;Clichy;CHEMIN DE CLICHY;chemin de Clichy;;;;;;;;;;;;;;;;Actuellement partie de la rue Saint-Honoré.;;;;;;;;;
;6840;rue;de la;Clé;RUE DE LA CLE;rue de la Clé;;;;;;;;;;;;;;;;Actuellement partie de la rue de la Clef.;;;;;;;;;
20;5489;rue;;Furetière;RUE FURETIERE;rue Furetière;12e;1933-05-10;;;Bel-Air;;;;;;;;;;;"Supprimé. Commençait boul. de la Guyane ; finissait av. Armand Rousseau et av. du Général Messimy. Précédemment, voie Verte, située autrefois sur le territoire de Saint-Mandé annexé à Paris par décret du 18 avril 1929.";Arrêté préfectoral du 10 mai 1933.;;;;;;;;
;5497;rue;des;Frondeurs;RUE DES FRONDEURS;rue des Frondeurs;;;;;;;;;;;;;;;;Supprimée par le prolongement de la rue de l'Echelle. Elle commençait rue Saint-Honoré et finissait rue de l'Anglade (supprimée).;;;;;;;;;
;5503;rue;;Froitmantel;RUE FROITMANTEL;rue Froitmantel;;;;;;;;;;;;;;;;Voir : Fromentel (rue).;;;;;;;;;
;5508;rue;;Froid Mantyeau;RUE FROID MANTYEAU;rue Froid Mantyeau;;;;;;;;;;;;;;;;Ou Froidmanteau. Voir : Froidmanteau (rue).;;;;;;;;;
;5511;rue;;Fripilon;RUE FRIPILON;rue Fripilon;;;;;;;;;;;;;;;;Voir : Frépillon (rue).;;;;;;;;;
;6171;passage;;Duclos;PASSAGE DUCLOS;passage Duclos;;;;;;;;;;;;;;;;"Supprimé par l'agrandissement du chemin de fer de l'Etat ; il débouchait boulevard Lefebvre, 191, et petite rue de Paris (Supprimé.).";;;;;;;;;
;5594;grant rue;du;Four;GRANT RUE DU FOUR;grant rue du Four;;;;;;;;;;;;;;;;Actuellement partie de la rue du Four.;;;;;;;;;
20;10048;quai;de la;Corse;QUAI DE LA CORSE;quai de la Corse;04e;1929-03-02;2023-11-17;;Notre-Dame;;280;15;91B3,91A4;rue d'Arcole, quai aux Fleurs et pont d'Arcole.;boulevard du Palais, quai de l'Horloge et pont au Change.;;25;Non retenus au POS et non repris au PLU : Décret du 22 mai 1865 (UP), au droit du Tribunal de Commerce. Arrêté du 22 mai 1962, sur une longueur de 8 m avant le Tribunal de Commerce.;;"Dénommé quai de la Corse - Pasquale Paoli par délibération municipale des 14, 15, 16 et 17 novembre 2023. La partie A s'est appelée successivement : quai Napoléon (1808), quai de la Cité (1816), quai Napoléon (1834), quai aux Fleurs (de 1879 à 1929). La partie B a été dénommée quai Desaix (1800), puis quai de la Cité (de 1873 à 1929).";Arrêté du 2 mars 1929.;;;;Province française.;;;;Arrêté du Pouvoir exécutif du 29 vendémiaire an XII, entre la rue d'Arcole et la rue de la Cité (A). Construit en vertu de lettres patentes du 22 avril 1769, entre la rue de la Cité et le boulevard du Palais (B).
;821;rue;;Trop Va Qui Dure;RUE TROP VA QUI DURE;rue Trop Va Qui Dure;;;;;;;;;;;;;;;;Voir : Descente de la Vallée de Misère (rue de la).;;;;;;;;;
;857;barrière;des;Trois Couronnes;BARRIERE DES TROIS COURONNES;barrière des Trois Couronnes;11e;;;;Folie-Méricourt;;;;;;;;;;;Supprimé. Elle était située sur le boul. de Belleville, devant la rue des Trois Couronnes.;;;;;Barrière d'octroi de l'enceinte des Fermiers généraux.;;;;
;867;rue;;Trognon;RUE TROGNON;rue Trognon;;;;;;;;;;;;;;;;Supprimée par l'ouverture du boul. de Sébastopol. Elle commençait rue d'Avignon (Supprimé.) et finissait rue de la Heaumerie (Supprimé.). Elle s'est appelée rue Jehan le Comte - cour Pierre la Pie - rue Jean Fraillon - rue Trognon, Tronion et Truvignon - rue de la Galerie.;;;;;;;;;
;653;rue;du;Verger;RUE DU VERGER;rue du Verger;;;;;;;;;;;;;;;;Actuellement partie de la rue Bonaparte.;;;;;;;;;
;676;cour;;Veissière;COUR VEISSIERE;cour Veissière;11e;;;;Roquette;;;;;;;;;;;Supprimé. Elle était située pas. Thiéré.;;;;;;;;;
;695;rue;;Vaudoyer;RUE VAUDOYER;rue Vaudoyer;;;;;;;;;;;;;;;;Actuellement rue de Sfax.;;;;;;;;;
;696;passage;du;Vaudeville;PASSAGE DU VAUDEVILLE;passage du Vaudeville;;;;;;;;;;;;;;;;Supprimé. par l'agrandissement du Louvre. Il conduisait de la rue Saint-Thomas du Louvre (Supprimé.) à la rue de Chartres (Supprimé.) et servait d'entrée au théâtre du Vaudeville (démoli).;;;;;;;;;
;961;rue;;Tourigny;RUE TOURIGNY;rue Tourigny;;;;;;;;;;;;;;;;Actuellement rue de la Perle.;;;;;;;;;
;996;viez;;Tisseranderie;VIEZ TISSERANDERIE;viez Tisseranderie;;;;;;;;;;;;;;;;Voir : Tixeranderie (rue de la).;;;;;;;;;
;1006;cour;des;Tilleuls;COUR DES TILLEULS;cour des Tilleuls;12e;;;;Bercy;;;;;;;;;;;Denevue partie de la cour de Barsac (Supprimée, elle était dans les entrepôts de Bercy).;;;;;;;;;
;1027;rue;;Thibaut Todé;RUE THIBAUT TODE;rue Thibaut Todé;;;;;;;;;;;;;;;;Actuellement partie de la rue des Bourdonnais.;;;;;;;;;
;1028;rue;;Thibaut Ausdet;RUE THIBAUT AUSDET;rue Thibaut Ausdet;;;;;;;;;;;;;;;;Actuellement partie de la rue des Bourdonnais.;;;;;;;;;
;1084;rue ou vieille rue;du;Temple;RUE OU VIEILLE RUE DU TEMPLE;rue ou vieille rue du Temple;;;;;;;;;;;;;;;;Actuellement rue Vieille du Temple.;;;;;;;;;
;1112;passage;;Tahan;PASSAGE TAHAN;passage Tahan;;;;;;;;;;;;;;;;Supprimé. Il allait de la rue Camille Tahan à la rue Ganneron.;;;;;;;;;
;1146;ruelle;de;Sourdis;RUELLE DE SOURDIS;ruelle de Sourdis;;;;;;;;;;;;;;;;Voir : Sourdis (cul-de-sac de) et Courbaton (Imp.). Précédemment rue Chardeporc.;;;;;;;;;
;1197;rue;de la;Serpente;RUE DE LA SERPENTE;rue de la Serpente;;;;;;;;;;;;;;;;Voir : Perrin Gasselin (rue) et Chevalier du Guet (rue du).;;;;;;;;;
;1379;porte;;Sainte-Geneviève;PORTE SAINTE-GENEVIEVE;porte Sainte-Geneviève;;;;;;;;;;;;;;;;Voir : Papale (porte).;;;;;;;;;
;1538;cul-de-sac;;Saint-Nicolas;CUL-DE-SAC SAINT-NICOLAS;cul-de-sac Saint-Nicolas;;;;;;;;;;;;;;;;Supprimé par l'ouverture de la rue Réaumur. Il était situé rue Royale (englobée par la rue Réaumur à l'opposite du cul-de-sac Saint-Martin [Supprimé.]).;;;;;;;;;
;1539;cul-de-sac;;Saint-Nicolas;CUL-DE-SAC SAINT-NICOLAS;cul-de-sac Saint-Nicolas;;;;;;;;;;;;;;;;Voir : Saint-Martin (cul-de-sac).;;;;;;;;;
;1410;rue;;Sainte-Catherine;RUE SAINTE-CATHERINE;rue Sainte-Catherine;;;;;;;;;;;;;;;;Supprimée. Elle conduisait à la porte Saint-Antoine.;;;;;;;;;
;1448;place;;Saint-Vannes;PLACE SAINT-VANNES;place Saint-Vannes;;;1817-12-31;;;;;;;;;;;;;Supprimée en 1817, par l'ouverture de la rue Conté. Elle était située à l'extrémité de la rue Saint-Vannes (Supprimé.), près de l'ancien marché Saint-Martin.;;;;;;;;;
;1505;chemin qui va;de;Saint-Père à la Maladrerie;CHEMIN QUI VA DE SAINT-PERE A LA MALADRERIE;chemin qui va de Saint-Père à la Maladrerie;;;;;;;;;;;;;;;;Actuellement partie de la rue Saint-Guillaume.;;;;;;;;;
;1263;couloir;;Saulnier-Duchesne;COULOIR SAULNIER-DUCHESNE;couloir Saulnier-Duchesne;12e;;;;Bercy;;;;;;;;;;;Supprimée. Voie située dans les entrepôts de Bercy.;;;;;M. Saulnier-Duchesne, négociant en vins.;;;;
;1332;cul-de-sac;;Sainte-Marine;CUL-DE-SAC SAINTE-MARINE;cul-de-sac Sainte-Marine;;;;;;;;;;;;;;;;Voir : Sainte-Marine (imp.).;;;;;;;;;
;1340;ruelle;;Sainte-Marie;RUELLE SAINTE-MARIE;ruelle Sainte-Marie;;;;;;;;;;;;;;;;Supprimé. Elle prolongeait la rue des Batailles (Supprimé.) et formait retour d'équerre pour aboutir quai Debilly (Actuellement av. de New York).;;;;;;;;;
;1828;ruelle;;Saint-Bon;RUELLE SAINT-BON;ruelle Saint-Bon;;;;;;;;;;;;;;;;Actuellement partie de la rue Pernelle.;;;;;;;;;
;1837;rue;;Saint-Benoît;RUE SAINT-BENOIT;rue Saint-Benoît;03e;;1851-03-11;;Arts et Metiers;;;;;;;;;;;Dénommée partie de la rue Saint-Marcoul (supprimée) par arrêté préfectoral du 11 mars 1851.;;;;;;;;;
;1592;cul-de-sac;;Saint-Magloire;CUL-DE-SAC SAINT-MAGLOIRE;cul-de-sac Saint-Magloire;;;;;;;;;;;;;;;;Voir : Salle au Comte (rue).;;;;;;;;;
;1596;cul-de-sac;;Saint-Louis au Louvre;CUL-DE-SAC SAINT-LOUIS AU LOUVRE;cul-de-sac Saint-Louis au Louvre;;;1849-12-31;;;;;;;;;;;;;Supprimé vers 1849. Il était situé entre les rues Saint-Thomas du Louvre (Supprimé.) et Fromenteau (Supprimé.).;;;;;;;;;
;1607;poterne;;Saint-Louis;POTERNE SAINT-LOUIS;poterne Saint-Louis;;;;;;;;;;;;;;;;Voir : Pont aux Choux (poterne du).;;;;;;;;;
;1615;impasse;;Saint-Louis;IMPASSE SAINT-LOUIS;impasse Saint-Louis;;;;;;;;;;;;;;;;Actuellement partie de la rue Alibert.;;;;;;;;;
;1623;cour;;Saint-Leu;COUR SAINT-LEU;cour Saint-Leu;;;;;;;;;;;;;;;;Voir : Salle au Comte (rue).;;;;;;;;;
;1624;ruelle;;Saint-Lazare;RUELLE SAINT-LAZARE;ruelle Saint-Lazare;;;;;;;;;;;;;;;;Supprimée. Elle était située rue du Faubourg Saint-Denis, au droit de la rue de Dunkerque. Actuellement la partie restante est partie de la rue de Dunkerque.;;;;;;;;;
;1650;cloître;;Saint-Jean en Grève;CLOITRE SAINT-JEAN EN GREVE;cloître Saint-Jean en Grève;;;1837-12-31;;;;;;;;;;;;;Supprimé vers 1837 par l'agrandissement de l'Hôtel de Ville. Il était devant l'église Saint-Jean (démolie), entre les rues du Tourniquet et du Pet au Diable (supprimées).;;;;;;;;;
;1672;passage;;Saint-Jacques de l'Hôpital;PASSAGE SAINT-JACQUES DE L'HOPITAL;passage Saint-Jacques de l'Hôpital;;;;;;;;;;;;;;;;Actuellement partie de la rue Pierre Lescot entre les rues Turbigo et du Cygnes. Il allait à l'origine jusqu'à la rue Mauconseil.;;;;;;;;;
;1713;rue;;Saint-Gervais;RUE SAINT-GERVAIS;rue Saint-Gervais;04e;;;;Saint-Gervais;;;;;;;;;;;Actuellement partie de la rue François Miron.;;;;;;;;;
;2173;rue;;René Lobjeois;RUE RENE LOBJEOIS;rue René Lobjeois;;;;;;;;;;;;;;;;Actuellement rue Joseph Granier.;;;;;;;;;
;2195;rue;du;Rempart;RUE DU REMPART;rue du Rempart;;;;;;;;;;;;;;;;Voir : Saint-Sauveur (imp.).;;;;;;;;;
;2079;impasse;;Robine;IMPASSE ROBINE;impasse Robine;;;;;;;;;;;;;;;;Actuellement partie de la rue Roli.;;;;;;;;;
;2087;voie;;Robert;VOIE ROBERT;voie Robert;;;;;;;;;;;;;;;;Actuellement rue des Suisses.;;;;;;;;;
;2122;passage;;Richard Tesson;PASSAGE RICHARD TESSON;passage Richard Tesson;;;;;;;;;;;;;;;;Actuellement rue Tesson.;;;;;;;;;
;1910;cul-de-sac;de la;Rue Neuve Saint-Merri;CUL-DE-SAC DE LA RUE NEUVE SAINT-MERRI;cul-de-sac de la Rue Neuve Saint-Merri;;;;;;;;;;;;;;;;Actuellement impasse du Boeuf.;;;;;;;;;
;1917;rue;;Royale Saint-Honoré;RUE ROYALE SAINT-HONORE;rue Royale Saint-Honoré;;;;;;;;;;;;;;;;Actuellement rue Royale.;;;;;;;;;
;1942;route;;Nationale N° 20;ROUTE NATIONALE N? 20;route Nationale N° 20;;;;;;;;;;;;;;;;Actuellement av. du Général Leclerc et av. de la Porte d'Orléans.;;;;;;;;;
;1975;route;;Départementale N° 3;ROUTE DEPARTEMENTALE N? 3;route Départementale N° 3;;;;;;;;;;;;;;;;Actuellement partie du boulevard Malesherbes.;;;;;;;;;
;1983;route;;Départementale N° 25;ROUTE DEPARTEMENTALE N? 25;route Départementale N° 25;;;;;;;;;;;;;;;;Actuellement partie de l'av. de la Porte de Choisy.;;;;;;;;;
;1996;route;;Départementale N° 17;ROUTE DEPARTEMENTALE N? 17;route Départementale N° 17;;;;;;;;;;;;;;;;Actuellement partie de l'av. de la Porte de Clichy.;;;;;;;;;
